idx,title,answer,class_name,source
1706,Convenience method to return if the provided element represents a method (otherwise a field).,java.lang.Class.isInstance(),java.lang.Class,Tutorial Websites
1707,Convenience wrapper for System.arraycopy().,java.lang.System.arraycopy(),java.lang.System,Tutorial Websites
1708,Convenient call to load a properties file from the provided file,"java.io.Reader.close(),java.util.Properties.load()","java.io.Reader,java.util.Properties",Tutorial Websites
1709,Convert AWT color to CSS color.,"java.lang.Integer.toHexString(),java.awt.Color.getRed(),java.awt.Color.getGreen(),java.awt.Color.getBlue(),java.lang.String.length()","java.lang.Integer,java.awt.Color,java.lang.String",Tutorial Websites
1710,Convert Array To Map,java.util.Map.put(),java.util.Map,Tutorial Websites
1711,Convert Array as List,"java.util.Collections.emptyList(),java.util.Collections.addAll(),java.lang.Math.min()","java.util.Collections,java.lang.Math",Tutorial Websites
1712,Convert Array as Set via List,java.util.Arrays.asList(),java.util.Arrays,Tutorial Websites
1713,Convert Array of string as Immutable Set,"java.util.Collections.singleton(),java.util.Arrays.asList(),java.util.Collections.unmodifiableSet()","java.util.Collections,java.util.Arrays",Tutorial Websites
1714,Convert ArrayList to String Array,java.util.Arrays.copyOf(),java.util.Arrays,Tutorial Websites
1715,Convert BitSet to Int,"java.util.BitSet.length(),java.util.BitSet.get()",java.util.BitSet,Tutorial Websites
1716,Convert Boolean object to String object,java.lang.String.toString(),java.lang.String,Tutorial Websites
1717,Convert Boolean object to boolean primitive,java.lang.Boolean.booleanValue(),java.lang.Boolean,Tutorial Websites
1718,Convert BufferedImage to byte array,javax.imageio.ImageIO.write(),javax.imageio.ImageIO,Tutorial Websites
1719,Convert Byte Array To InputStream,java.lang.String.getBytes(),java.lang.String,Tutorial Websites
1720,Convert Byte object to String object,java.lang.String.toString(),java.lang.String,Tutorial Websites
1721,Convert CSV TO weka ARFF,"java.lang.System.exit(),java.awt.FileDialog.setFile()","java.lang.System,java.awt.FileDialog",Tutorial Websites
1722,Convert CSV to ARFF for weka,"java.lang.String.split(),java.lang.String.toString(),java.lang.String.equals()",java.lang.String,Tutorial Websites
1723,Convert Collection as List,"java.util.Arrays.asList(),java.util.ArrayList.addAll(),java.util.Objects.isNull(),java.util.Collection.isEmpty()","java.util.Arrays,java.util.ArrayList,java.util.Objects,java.util.Collection",Tutorial Websites
1724,Convert Collection as Set,"java.util.Arrays.asList(),java.util.ArrayList.addAll(),java.util.Objects.isNull(),java.util.Collection.isEmpty()","java.util.Arrays,java.util.ArrayList,java.util.Objects,java.util.Collection",Tutorial Websites
1725,Convert Collection to ArrayList,java.util.Arrays.asList(),java.util.Arrays,Tutorial Websites
1726,Convert Collection to HashSet,java.util.Set.add(),java.util.Set,Tutorial Websites
1727,Convert Collection to String With Delimiter,"java.util.Arrays.asList(),java.util.Collection.isEmpty(),java.util.Collection.size(),java.lang.StringBuilder.append(),java.lang.StringBuilder.toString()","java.util.Arrays,java.util.Collection,java.lang.StringBuilder",Tutorial Websites
1728,Convert Date To String in MM-dd-yyyy format,"java.util.Formatter.format(),java.util.logging.SimpleFormatter.format(),java.util.logging.XMLFormatter.format(),java.util.logging.Formatter.format()","java.util.Formatter,java.util.logging.SimpleFormatter,java.util.logging.XMLFormatter,java.util.logging.Formatter",Tutorial Websites
1729,Convert Date into XMLGregorianCalendar.,"java.util.Calendar.setTimeInMillis(),java.util.Date.getTime(),javax.xml.datatype.DatatypeFactory.newInstance(),javax.xml.datatype.DatatypeFactory.newXMLGregorianCalendarDate()","java.util.Calendar,java.util.Date,javax.xml.datatype.DatatypeFactory,javax.xml.datatype.DatatypeFactory",Tutorial Websites
1730,Convert Date into milliseconds,java.util.Date.getTime(),java.util.Date,Tutorial Websites
1731,Convert Double object to String object,java.lang.String.toString(),java.lang.String,Tutorial Websites
1732,Convert Float Object to String Object,java.lang.String.toString(),java.lang.String,Tutorial Websites
1733,Convert HSB To RGB Color,java.awt.Color.HSBtoRGB(),java.awt.Color,Tutorial Websites
1734,Convert Integer to String,java.lang.String.toString(),java.lang.String,Tutorial Websites
1735,Convert Iterable as Set,"java.util.Set.add(),java.util.Collections.addAll()","java.util.Set,java.util.Collections",Tutorial Websites
1736,Convert LdapName to String,"java.lang.String.toString(),java.lang.String.equals()",java.lang.String,Tutorial Websites
1737,Convert List of Object to Set of Object,java.util.Arrays.asList(),java.util.Arrays,Tutorial Websites
1738,Convert List to Set,"java.util.Arrays.asList(),java.util.Set.contains(),java.util.Set.add()","java.util.Arrays,java.util.Set",Tutorial Websites
1739,Convert List<Integer> to Array int[],"java.util.Arrays.asList(),java.util.Arrays.toString()",java.util.Arrays,Tutorial Websites
1740,Convert LocalDateTime to java.util.Date,"java.util.Date.from(),java.time.LocalDateTime.atZone(),java.time.chrono.ChronoZonedDateTime.toInstant(),java.time.chrono.ChronoLocalDateTime.toInstant(),java.time.OffsetDateTime.toInstant()","java.util.Date,java.time.LocalDateTime,java.time.chrono.ChronoZonedDateTime,java.time.chrono.ChronoLocalDateTime,java.time.OffsetDateTime",Tutorial Websites
1741,Convert Long object to String,java.lang.String.toString(),java.lang.String,Tutorial Websites
1742,Convert MIDI ShortMessage into a hex-dump string.,"javax.sound.midi.MidiMessage.getStatus(),javax.sound.midi.ShortMessage.getData1(),javax.sound.midi.ShortMessage.getData2(),java.lang.Integer.toHexString()","javax.sound.midi.MidiMessage,javax.sound.midi.ShortMessage,javax.sound.midi.ShortMessage,java.lang.Integer",Tutorial Websites
1743,Convert MIDI SysexMessage into a hex-dump string.,"javax.sound.midi.MidiMessage.getMessage(),javax.sound.midi.MidiEvent.getMessage()","javax.sound.midi.MidiMessage,javax.sound.midi.MidiEvent",Tutorial Websites
1744,Convert Node to XML Element,"org.w3c.dom.Node.getNodeType(),org.w3c.dom.Node.getNodeName()",org.w3c.dom.Node,Tutorial Websites
1745,Convert Object Array to Set,java.util.Arrays.asList(),java.util.Arrays,Tutorial Websites
1746,Convert Object to Iterable,"java.lang.Object.getClass(),java.lang.reflect.Array.getLength(),java.lang.reflect.Array.get()","java.lang.Object,java.lang.reflect.Array",Tutorial Websites
1747,Convert RGB To HSB Color,java.awt.Color.RGBtoHSB(),java.awt.Color,Tutorial Websites
1748,Convert RGB color model to a hexidecimal (represented as an integer) format,"java.awt.Color.getRed(),java.awt.Color.getGreen(),java.awt.Color.getBlue()",java.awt.Color,Tutorial Websites
1749,Convert Serialized byte array to Object,java.util.logging.Logger.getLogger(),java.util.logging.Logger,Tutorial Websites
1750,Convert Short object to String object,java.lang.String.toString(),java.lang.String,Tutorial Websites
1751,Convert String Array To List,"java.util.Arrays.asList(),java.util.List.size(),java.util.List.get(),java.util.Collections.addAll()","java.util.Arrays,java.util.List,java.util.Collections",Tutorial Websites
1752,Convert String As Enum Type,"java.lang.String.isEmpty(),java.lang.Enum.valueOf()","java.lang.String,java.lang.Enum",Tutorial Websites
1753,Convert String Object to Boolean Object,java.lang.Boolean.valueOf(),java.lang.Boolean,Tutorial Websites
1754,Convert String as Bin byte array,"java.util.Arrays.toString(),java.lang.String.length(),java.lang.Integer.parseInt(),java.lang.String.substring()","java.util.Arrays,java.lang.String,java.lang.Integer",Tutorial Websites
1755,Convert String in gb To Utf,java.lang.String.getBytes(),java.lang.String,Tutorial Websites
1756,Convert String to Alpha Number,java.lang.String.getBytes(),java.lang.String,Tutorial Websites
1757,Convert String to Ascii Bytes array,"java.util.Arrays.toString(),java.nio.charset.Charset.forName()","java.util.Arrays,java.nio.charset.Charset",Tutorial Websites
1758,Convert String to Boolean value,"java.lang.Boolean.parseBoolean(),java.lang.Throwable.printStackTrace()","java.lang.Boolean,java.lang.Throwable",Tutorial Websites
1759,Convert String to Byte,java.lang.Byte.valueOf(),java.lang.Byte,Tutorial Websites
1760,Convert String to CRC32,"java.lang.String.getBytes(),java.lang.Long.toHexString()","java.lang.String,java.lang.Long",Tutorial Websites
1761,Convert String to Character,"java.lang.Character.valueOf(),java.lang.StringBuilder.charAt(),java.lang.StringBuffer.charAt(),java.lang.CharSequence.charAt(),java.lang.String.charAt()","java.lang.Character,java.lang.StringBuilder,java.lang.StringBuffer,java.lang.CharSequence,java.lang.String",Tutorial Websites
1762,Convert String to Character Array,java.lang.String.toCharArray(),java.lang.String,Tutorial Websites
1763,Convert String to Float,"java.lang.Float.valueOf(),java.lang.Float.parseFloat()",java.lang.Float,Tutorial Websites
1764,Convert String to Integer object,java.lang.Integer.valueOf(),java.lang.Integer,Tutorial Websites
1765,Convert String to Long Type,java.lang.Long.valueOf(),java.lang.Long,Tutorial Websites
1766,Convert String to Lower Case,java.lang.String.toLowerCase(),java.lang.String,Tutorial Websites
1767,Convert String to Short,java.lang.Short.valueOf(),java.lang.Short,Tutorial Websites
1768,Convert String to String Array with split method,java.lang.String.split(),java.lang.String,Tutorial Websites
1769,Convert String to int,java.lang.Integer.parseInt(),java.lang.Integer,Tutorial Websites
1770,Convert String to java.sql.Date,java.util.Date.getTime(),java.util.Date,Tutorial Websites
1771,Convert String to long,java.lang.Long.parseLong(),java.lang.Long,Tutorial Websites
1772,Convert String to primitive byte,java.lang.Byte.parseByte(),java.lang.Byte,Tutorial Websites
1773,Convert String to short primitive,java.lang.Short.parseShort(),java.lang.Short,Tutorial Websites
1774,Convert UTF8 bytes into UTF16 characters.,java.awt.Rectangle.grow(),java.awt.Rectangle,Tutorial Websites
1775,Convert XML dom To Text,"javax.xml.transform.Transformer.transform(),java.lang.String.toString()","javax.xml.transform.Transformer,java.lang.String",Tutorial Websites
1776,Convert XML to Object using JAXB,javax.xml.bind.JAXBContext.newInstance(),javax.xml.bind.JAXBContext,Tutorial Websites
1777,"Convert a BufferedImage of any type, to BufferedImage of a specified type.",java.awt.Image.getGraphics(),java.awt.Image,Tutorial Websites
1778,Convert a Collection of T to a sorted List of T.,"java.util.Arrays.asList(),java.util.Collections.sort()","java.util.Arrays,java.util.Collections",Tutorial Websites
1779,Convert a FASTQ string to a byte array of phred scores.,"java.lang.String.length(),java.lang.String.charAt()",java.lang.String,Tutorial Websites
1780,Convert a Java int to a 4-byte array.,"java.util.Arrays.toString(),java.nio.ByteBuffer.allocate(),java.nio.ByteBuffer.putInt(),java.nio.ByteBuffer.array()","java.util.Arrays,java.nio.ByteBuffer",Tutorial Websites
1781,Convert a Java long to a 8-byte array.,"java.util.Arrays.toString(),java.nio.ByteBuffer.allocate(),java.nio.ByteBuffer.putLong(),java.nio.ByteBuffer.array()","java.util.Arrays,java.nio.ByteBuffer",Tutorial Websites
1782,Convert a Java short to a 2-byte array.,"java.nio.ByteBuffer.allocate(),java.nio.ByteBuffer.putShort(),java.nio.ByteBuffer.array()",java.nio.ByteBuffer,Tutorial Websites
1783,Convert a List into an Object array with null check.,"java.util.Arrays.toString(),java.util.Vector.toArray()","java.util.Arrays,java.util.Vector",Tutorial Websites
1784,Convert a String to a char array,"java.util.Arrays.toString(),java.lang.String.length(),java.lang.String.getChars()","java.util.Arrays,java.lang.String",Tutorial Websites
1785,Convert a byte array into a BigInteger .,java.lang.System.arraycopy(),java.lang.System,Tutorial Websites
1786,Convert a byte array to a Java int.,"java.nio.ByteBuffer.wrap(),java.nio.ByteBuffer.getInt()",java.nio.ByteBuffer,Tutorial Websites
1787,Convert a byte array to a Java long.,"java.nio.ByteBuffer.wrap(),java.nio.ByteBuffer.getLong()",java.nio.ByteBuffer,Tutorial Websites
1788,Convert a byte array to a Java short.,"java.nio.ByteBuffer.wrap(),java.nio.ByteBuffer.getShort()",java.nio.ByteBuffer,Tutorial Websites
1789,"Convert a byte array to a concise, readable string suitable for use in toString methods of the *Stat classes.",java.lang.String.toString(),java.lang.String,Tutorial Websites
1790,Convert a byte array to hexadecimal,java.util.Arrays.toString(),java.util.Arrays,Tutorial Websites
1791,Convert a calendar to a java.sql.Date.,"java.util.Calendar.getTimeInMillis(),java.sql.Date.valueOf(),java.time.LocalDateTime.toLocalDate(),java.util.Date.getTime()","java.util.Calendar,java.sql.Date,java.time.LocalDateTime,java.util.Date",Tutorial Websites
1792,Convert a camel-case string to underscores,"java.lang.String.replaceAll(),java.lang.String.toLowerCase(),java.lang.Character.toLowerCase()","java.lang.String,java.lang.Character",Tutorial Websites
1793,Convert a color to an RGB value.,"java.lang.Math.round(),java.awt.Color.getRed(),java.awt.Color.getGreen(),java.awt.Color.getBlue()","java.lang.Math,java.awt.Color",Tutorial Websites
1794,Convert a color to an RGBA value.,"java.lang.Math.round(),java.awt.Color.getRed(),java.awt.Color.getGreen(),java.awt.Color.getBlue(),java.awt.Color.getAlpha()","java.lang.Math,java.awt.Color",Tutorial Websites
1795,Convert a double to a byte array.,java.util.Arrays.toString(),java.util.Arrays,Tutorial Websites
